% itera v0.1 Model Grids
%
% FORMAT: parameter 2, parameter 1 (as labelled), X1, X2, Y1, Y2
%         with emission lines given as ratios with respect to H-beta 4861
%
X1 =  SII6716.3Å,6730.7Å
X2 =  NII6583.3Å, + HI6562.8Å,
Y1 =  OIII 5006.8Å
Y2 =  HI 4861.3Å
           B     VELOCITY           X1           X2           Y1           Y2
      1.0000   5.2500E+02   1.7866E+00   6.7920E+00   4.5870E+00   1.0000E+00
      1.0000   5.5000E+02   1.8444E+00   6.7810E+00   5.5180E+00   1.0000E+00
      1.0000   5.7500E+02   1.8323E+00   6.6390E+00   6.4100E+00   1.0000E+00
      1.0000   6.0000E+02   1.8565E+00   6.6540E+00   6.9700E+00   1.0000E+00
      1.0000   6.2500E+02   1.8348E+00   6.5980E+00   7.4050E+00   1.0000E+00
      1.0000   6.5000E+02   1.8365E+00   6.6070E+00   7.6730E+00   1.0000E+00
      1.0000   6.7500E+02   1.9285E+00   6.6310E+00   7.7860E+00   1.0000E+00
      1.0000   7.0000E+02   2.0700E+00   6.6760E+00   7.9960E+00   1.0000E+00
      1.0000   7.2500E+02   2.1761E+00   6.7270E+00   8.0450E+00   1.0000E+00
      1.0000   7.5000E+02   2.4251E+00   6.8090E+00   8.0970E+00   1.0000E+00
      1.0000   7.7500E+02   2.6980E+00   6.9090E+00   8.0350E+00   1.0000E+00
      1.0000   8.0000E+02   2.8680E+00   6.9750E+00   8.1670E+00   1.0000E+00
      1.0000   8.2500E+02   3.0870E+00   7.0480E+00   8.1810E+00   1.0000E+00
      1.0000   8.5000E+02   3.2360E+00   7.1130E+00   8.2980E+00   1.0000E+00
      1.0000   8.7500E+02   3.4140E+00   7.1360E+00   8.4420E+00   1.0000E+00
      1.0000   9.0000E+02   3.5260E+00   7.2270E+00   8.6000E+00   1.0000E+00
      1.0000   9.2500E+02   3.6220E+00   7.2700E+00   8.7070E+00   1.0000E+00
      1.0000   9.5000E+02   3.6070E+00   7.2810E+00   8.8900E+00   1.0000E+00
      1.0000   9.7500E+02   3.7310E+00   7.4100E+00   8.9820E+00   1.0000E+00
      1.0000   1.0000E+03   3.7870E+00   7.4630E+00   9.0900E+00   1.0000E+00
      10.000   3.0000E+02   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
      10.000   3.2500E+02   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
      10.000   3.5000E+02   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
      10.000   3.7500E+02   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
      10.000   4.0000E+02   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
      10.000   4.2500E+02   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
      10.000   4.5000E+02   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
      10.000   4.7500E+02   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
      10.000   5.0000E+02   4.7870E-01   4.2540E+00   9.5610E+00   1.0000E+00
      10.000   5.2500E+02   3.8870E-01   4.0570E+00   1.2400E+01   1.0000E+00
      10.000   5.5000E+02   4.1320E-01   4.0130E+00   1.4910E+01   1.0000E+00
      10.000   5.7500E+02   4.5910E-01   3.9880E+00   1.5660E+01   1.0000E+00
      10.000   6.0000E+02   5.1450E-01   3.9320E+00   1.4340E+01   1.0000E+00
      10.000   6.2500E+02   5.4160E-01   3.9240E+00   1.4280E+01   1.0000E+00
      10.000   6.5000E+02   5.8660E-01   3.9600E+00   1.5540E+01   1.0000E+00
      10.000   6.7500E+02   6.7070E-01   4.0230E+00   1.7630E+01   1.0000E+00
      10.000   7.0000E+02   7.8180E-01   4.1270E+00   1.9580E+01   1.0000E+00
      10.000   7.2500E+02   9.3120E-01   4.2810E+00   2.1260E+01   1.0000E+00
      10.000   7.5000E+02   1.0321E+00   4.4930E+00   2.2700E+01   1.0000E+00
      10.000   7.7500E+02   1.1571E+00   4.6490E+00   2.3690E+01   1.0000E+00
      10.000   8.0000E+02   1.2725E+00   4.9250E+00   2.4450E+01   1.0000E+00
      10.000   8.2500E+02   1.3769E+00   5.1080E+00   2.4790E+01   1.0000E+00
      10.000   8.5000E+02   1.4802E+00   5.2910E+00   2.4820E+01   1.0000E+00
      10.000   8.7500E+02   1.6080E+00   5.4980E+00   2.4670E+01   1.0000E+00
      10.000   9.0000E+02   1.6826E+00   5.6540E+00   2.4390E+01   1.0000E+00
      10.000   9.2500E+02   1.7593E+00   5.8080E+00   2.3470E+01   1.0000E+00
      10.000   9.5000E+02   1.8216E+00   5.9220E+00   2.3350E+01   1.0000E+00
      10.000   9.7500E+02   1.8522E+00   6.0380E+00   2.2730E+01   1.0000E+00
      10.000   1.0000E+03   1.9196E+00   6.1370E+00   2.2130E+01   1.0000E+00
